clicks_day30,active_days,avg_assessment_score,early_withdraw,target,gender_enc,region_enc,highest_education_enc,imd_band_enc,age_band_enc,disability_enc,code_module_enc,code_presentation_enc
227.0,17.0,81.0,0,0,1,9,2,0,0,0,5,0
1714.0,177.0,77.33333333333333,0,1,1,10,2,5,1,0,5,0
1108.0,53.0,84.0,0,0,1,0,0,7,0,0,5,0
1601.0,187.0,76.25,0,1,1,12,2,0,0,0,5,0
291.0,54.0,80.0,0,0,1,11,2,0,0,0,5,0
985.0,118.0,89.0,0,1,0,11,0,4,0,0,5,0
845.0,99.0,85.75,0,1,1,9,0,4,0,1,5,0
0.0,0.0,0.0,1,0,1,4,2,1,0,0,5,0
570.0,78.0,76.66666666666667,0,1,1,12,2,3,0,0,5,0
837.0,150.0,81.66666666666667,0,1,1,2,0,2,0,0,5,0
16.0,3.0,0.0,1,0,1,0,2,3,0,0,5,0
1590.0,168.0,79.08333333333333,0,1,1,7,2,7,0,0,5,0
491.0,20.0,54.0,0,0,1,1,2,7,1,0,5,0
3405.0,152.0,96.58333333333333,0,1,1,5,1,2,1,0,5,0
1687.0,185.0,92.25,0,1,1,4,2,-1,0,0,5,0
350.0,121.0,83.83333333333333,0,1,1,2,1,-1,0,0,5,0
590.0,28.0,70.66666666666667,0,0,1,12,2,7,0,0,5,0
654.0,56.0,85.57142857142857,0,0,1,4,2,-1,1,0,5,0
1200.0,186.0,95.58333333333333,0,1,1,0,0,6,1,0,5,0
529.0,65.0,72.58333333333333,0,1,1,2,1,7,0,0,5,0
440.0,43.0,86.0,0,0,1,4,4,-1,0,0,5,0
864.0,41.0,70.0,0,0,0,2,0,-1,1,0,5,0
1008.0,126.0,78.41666666666667,0,1,1,3,2,3,0,0,5,0
410.0,22.0,63.0,0,0,1,4,2,-1,0,0,5,0
1217.0,113.0,72.91666666666667,0,1,1,2,0,7,0,0,5,0
987.0,164.0,85.66666666666667,0,1,1,12,2,6,0,0,5,0
719.0,78.0,83.16666666666667,0,1,1,11,0,9,0,0,5,0
316.0,58.0,87.5,0,1,1,1,1,3,0,0,5,0
93.0,5.0,0.0,1,0,1,7,2,2,0,0,5,0
287.0,6.0,82.0,0,0,1,3,0,5,1,0,5,0
1066.0,193.0,89.0,0,1,1,12,2,6,1,0,5,0
695.0,37.0,66.66666666666667,0,0,1,11,2,1,1,0,5,0
2066.0,235.0,72.85714285714286,0,1,1,7,1,9,1,0,5,0
2158.0,248.0,90.75,0,1,1,8,2,7,0,0,5,0
2747.0,233.0,89.83333333333333,0,1,1,4,2,0,0,0,5,0
243.0,32.0,32.333333333333336,0,0,1,0,2,7,0,1,5,0
124.0,5.0,0.0,0,0,1,8,0,8,0,0,5,0
922.0,110.0,84.0,0,1,1,0,1,9,2,0,5,0
1134.0,151.0,74.25,0,1,0,4,4,-1,0,0,5,0
507.0,40.0,72.5,0,0,1,7,0,4,0,0,5,0
1308.0,148.0,90.75,0,1,0,6,1,1,1,0,5,0
1604.0,216.0,93.75,0,1,1,8,2,9,1,1,5,0
8.0,1.0,0.0,1,0,0,3,2,1,0,0,5,0
1028.0,75.0,79.75,0,1,1,11,2,5,1,0,5,0
1289.0,200.0,73.58333333333333,0,1,1,3,3,2,0,0,5,0
1651.0,189.0,60.083333333333336,0,0,1,5,0,3,1,1,5,0
29.0,65.0,70.8,0,0,1,6,2,3,0,0,5,0
2359.0,166.0,85.41666666666667,0,1,1,11,0,1,0,0,5,0
5474.0,255.0,97.5,0,1,1,9,0,7,1,0,5,0
23.0,2.0,0.0,1,0,1,1,0,1,1,0,5,0
604.0,61.0,35.8,1,0,1,3,0,3,0,1,5,0
1786.0,152.0,84.0625,1,0,0,7,0,6,0,0,5,0
1249.0,138.0,84.41666666666667,0,1,1,1,0,0,0,0,5,0
96.0,70.0,89.18181818181819,0,1,1,3,1,2,2,0,5,0
11.0,8.0,74.0,0,0,1,8,0,5,1,0,5,0
1480.0,183.0,74.41666666666667,0,0,0,3,0,2,1,1,5,0
1279.0,217.0,85.5,0,1,1,7,1,7,2,0,5,0
381.0,15.0,87.0,0,0,1,8,2,6,1,0,5,0
1814.0,153.0,88.91666666666667,0,1,1,7,0,6,1,0,5,0
536.0,41.0,69.0,0,0,1,12,2,6,1,0,5,0
1245.0,148.0,85.0,0,1,0,1,1,8,1,0,5,0
186.0,59.0,66.0,0,0,1,10,0,7,1,0,5,0
712.0,117.0,84.25,0,1,1,8,1,6,1,0,5,0
723.0,173.0,91.91666666666667,0,1,1,8,0,6,1,0,5,0
400.0,94.0,82.91666666666667,0,1,1,8,1,8,1,0,5,0
345.0,83.0,83.83333333333333,0,1,1,10,0,8,1,0,5,0
1559.0,106.0,78.08333333333333,0,0,0,11,2,3,1,0,5,0
716.0,12.0,0.0,1,0,0,11,2,6,1,0,5,0
1057.0,134.0,87.25,0,1,1,2,0,5,1,0,5,0
1006.0,125.0,75.58333333333333,0,1,1,6,1,2,1,0,5,0
952.0,86.0,71.0,0,0,0,7,1,2,1,1,5,0
1002.0,122.0,91.16666666666667,0,1,0,6,1,7,1,0,5,0
889.0,153.0,81.0,1,1,1,0,1,5,1,0,5,0
0.0,0.0,0.0,1,0,1,8,0,9,1,0,5,0
601.0,83.0,75.25,0,1,1,4,2,0,1,0,5,0
769.0,135.0,79.08333333333333,0,1,1,0,2,7,1,0,5,0
1429.0,88.0,91.72727272727273,0,1,1,11,0,4,1,0,5,0
3545.0,138.0,83.92857142857143,1,1,1,0,0,2,1,0,5,0
425.0,100.0,81.16666666666667,0,1,1,3,0,3,1,0,5,0
303.0,61.0,80.08333333333333,0,1,1,12,0,5,1,0,5,0
612.0,92.0,76.63636363636364,0,0,1,3,0,9,1,0,5,0
2382.0,72.0,84.33333333333333,0,0,0,6,2,6,1,1,5,0
0.0,0.0,0.0,1,0,1,7,2,7,1,0,5,0
527.0,29.0,76.0,0,0,1,6,1,8,1,0,5,0
492.0,92.0,57.583333333333336,0,1,1,12,2,1,1,0,5,0
22.0,3.0,0.0,0,0,1,3,2,1,1,1,5,0
275.0,25.0,74.75,0,0,1,1,0,6,1,0,5,0
2832.0,140.0,88.76923076923077,0,1,1,0,0,3,1,0,5,0
494.0,52.0,88.0,0,1,1,3,0,2,1,0,5,0
2379.0,194.0,84.16666666666667,0,1,1,7,2,3,1,0,5,0
995.0,163.0,92.66666666666667,0,1,1,5,2,5,1,0,5,0
851.0,152.0,84.83333333333333,0,1,0,6,4,9,1,0,5,0
1193.0,91.0,88.33333333333333,0,1,1,10,0,5,1,0,5,0
456.0,54.0,75.66666666666667,0,0,0,11,0,7,1,0,5,0
609.0,89.0,78.58333333333333,0,1,1,6,0,5,1,0,5,0
347.0,82.0,71.9090909090909,0,1,0,4,1,-1,1,0,5,0
209.0,13.0,89.5,0,0,1,9,1,4,1,0,5,0
543.0,120.0,82.33333333333333,0,1,1,4,0,-1,1,0,5,0
852.0,21.0,86.0,0,0,1,11,0,5,1,0,5,0
17.0,3.0,0.0,1,0,1,11,1,0,1,0,5,0
1042.0,60.0,80.66666666666667,0,0,1,8,2,6,1,0,5,0
0.0,0.0,0.0,1,0,1,2,2,0,1,0,5,0
139.0,11.0,76.0,0,0,0,2,2,3,0,0,5,0
427.0,36.0,77.5,0,0,1,6,1,0,0,0,5,0
2754.0,229.0,71.75,0,1,0,6,2,6,1,0,5,0
9.0,1.0,0.0,1,0,1,3,2,3,1,1,5,0
971.0,100.0,73.18181818181819,0,1,1,12,0,4,2,0,5,0
116.0,41.0,81.08333333333333,0,1,1,10,1,3,1,0,5,0
0.0,0.0,0.0,1,0,0,8,1,9,1,0,5,0
308.0,12.0,70.0,0,0,1,6,0,1,1,0,5,0
244.0,19.0,75.0,0,0,1,1,2,3,1,0,5,0
803.0,124.0,71.91666666666667,0,1,0,7,2,8,1,0,5,0
709.0,34.0,0.0,1,0,1,3,0,1,1,1,5,0
524.0,136.0,77.27272727272727,0,1,1,6,1,0,1,0,5,0
1254.0,112.0,84.83333333333333,0,1,1,6,2,9,1,0,5,0
514.0,25.0,0.0,0,0,1,8,2,1,1,0,5,0
261.0,58.0,52.5,0,1,0,1,1,2,1,0,5,0
464.0,139.0,85.16666666666667,0,1,1,5,0,2,1,0,5,0
2745.0,252.0,98.0,0,1,0,6,1,5,1,0,5,0
570.0,61.0,88.0,0,1,1,0,1,9,0,0,5,0
227.0,29.0,75.83333333333333,0,1,1,2,0,0,1,0,5,0
947.0,146.0,90.58333333333333,0,1,1,9,0,7,1,0,5,0
598.0,85.0,78.0,1,0,1,3,2,3,1,0,5,0
1708.0,111.0,82.75,0,0,0,1,0,9,1,0,5,0
1407.0,192.0,75.33333333333333,0,1,0,7,0,3,1,1,5,0
160.0,5.0,0.0,1,0,1,12,2,1,1,0,5,0
1725.0,134.0,88.66666666666667,0,1,1,6,1,8,1,0,5,0
70.0,37.0,74.41666666666667,0,1,1,7,0,3,1,0,5,0
172.0,57.0,71.25,0,1,0,11,0,3,1,0,5,0
1293.0,117.0,89.57142857142857,0,1,1,2,4,-1,1,0,5,0
1015.0,67.0,79.25,0,1,1,3,2,2,1,0,5,0
297.0,117.0,79.54545454545455,0,1,1,0,2,3,1,0,5,0
521.0,28.0,61.0,0,0,1,11,2,5,0,0,5,0
435.0,51.0,82.9090909090909,0,1,0,0,0,8,1,0,5,0
57.0,18.0,0.0,0,0,0,8,0,7,0,1,5,0
596.0,96.0,73.66666666666667,0,1,1,7,1,5,1,0,5,0
720.0,82.0,79.58333333333333,0,1,1,7,2,6,1,0,5,0
539.0,89.0,83.0,0,1,1,11,2,3,0,0,5,0
226.0,79.0,83.4,0,1,1,6,1,8,1,0,5,0
624.0,122.0,75.66666666666667,0,1,1,7,1,5,1,0,5,0
829.0,54.0,81.5,0,0,1,9,1,5,1,0,5,0
639.0,37.0,82.0,0,0,1,1,0,8,0,0,5,0
1031.0,168.0,88.33333333333333,0,1,1,9,1,4,1,0,5,0
1408.0,185.0,76.27272727272727,0,1,1,0,0,4,0,0,5,0
0.0,0.0,0.0,0,0,0,2,0,5,1,0,5,0
540.0,96.0,84.16666666666667,0,1,1,6,1,9,1,0,5,0
1371.0,137.0,86.52380952380952,0,1,0,0,1,9,0,0,5,0
453.0,67.0,72.0,0,1,0,8,0,4,1,0,5,0
308.0,78.0,77.66666666666667,0,1,0,8,2,9,0,0,5,0
1017.0,64.0,84.8,0,0,0,3,2,1,1,1,5,0
251.0,112.0,83.58333333333333,0,1,1,9,0,7,1,0,5,0
203.0,17.0,94.0,0,0,1,4,2,-1,1,0,5,0
1119.0,138.0,79.45454545454545,0,1,1,10,2,5,0,1,5,0
502.0,60.0,70.83333333333333,0,0,1,2,0,-1,0,0,5,0
706.0,91.0,91.45454545454545,0,1,1,6,1,3,1,0,5,0
1102.0,151.0,70.0,0,1,1,7,2,3,1,0,5,0
492.0,38.0,77.0,0,0,1,7,2,4,0,0,5,0
278.0,89.0,77.16666666666667,0,1,1,9,2,3,1,0,5,0
426.0,102.0,74.33333333333333,0,1,1,12,0,7,0,0,5,0
86.0,4.0,0.0,1,0,0,8,1,9,1,0,5,0
34.0,6.0,0.0,0,0,0,6,0,3,0,0,5,0
1728.0,168.0,61.36363636363637,0,0,1,2,2,3,0,0,5,0
538.0,48.0,49.5,0,0,1,3,0,0,1,0,5,0
794.0,50.0,87.8,0,0,0,3,2,1,0,0,5,0
1341.0,191.0,81.66666666666667,0,1,1,6,1,6,1,0,5,0
275.0,64.0,77.5,0,1,1,1,2,9,0,0,5,0
0.0,0.0,0.0,1,0,1,3,2,0,1,0,5,0
195.0,73.0,78.23529411764706,0,0,1,3,2,1,1,0,5,0
488.0,49.0,82.9090909090909,0,1,1,5,2,5,0,0,5,0
434.0,67.0,77.5,0,1,1,6,0,3,1,0,5,0
775.0,97.0,91.75,0,1,0,8,1,8,1,0,5,0
992.0,91.0,71.25,0,0,0,12,0,5,0,0,5,0
914.0,151.0,69.08333333333333,0,1,1,8,0,8,1,0,5,0
767.0,46.0,59.333333333333336,0,0,0,7,0,2,0,0,5,0
695.0,131.0,85.5,0,1,0,6,0,4,0,0,5,0
722.0,102.0,73.16666666666667,0,0,1,12,2,1,0,0,5,0
112.0,40.0,79.83333333333333,0,1,1,11,2,3,0,0,5,0
1185.0,142.0,76.66666666666667,0,1,0,3,0,1,0,0,5,0
70.0,3.0,0.0,1,0,0,6,0,0,0,0,5,0
768.0,20.0,64.0,0,0,1,12,2,1,0,0,5,0
1078.0,121.0,84.33333333333333,1,0,1,3,2,0,1,0,5,0
554.0,146.0,80.0,0,1,1,3,1,1,1,0,5,0
1099.0,211.0,91.91666666666667,0,1,0,12,2,5,1,0,5,0
1026.0,160.0,88.5,0,1,1,8,2,2,0,0,5,0
522.0,33.0,66.75,0,0,0,6,2,9,0,0,5,0
223.0,99.0,83.25,0,1,1,9,2,2,1,0,5,0
388.0,60.0,75.4,0,0,1,8,1,9,0,0,5,0
869.0,86.0,75.16666666666667,0,1,1,3,1,0,1,0,5,0
431.0,86.0,83.25,0,1,1,8,1,8,0,0,5,0
285.0,81.0,72.5,0,1,1,3,2,6,0,0,5,0
601.0,65.0,77.25,0,0,0,9,2,7,1,0,5,0
690.0,60.0,82.33333333333333,0,0,1,3,2,2,0,0,5,0
963.0,32.0,32.666666666666664,0,0,0,3,3,2,1,0,5,0
1457.0,161.0,73.0,0,1,1,2,4,-1,1,0,5,0
295.0,34.0,67.3,0,0,1,0,1,7,0,0,5,0
378.0,96.0,87.25,0,1,0,4,4,-1,1,0,5,0
0.0,0.0,0.0,1,0,1,4,0,1,1,0,5,0
404.0,103.0,84.91666666666667,0,1,0,0,0,7,1,0,5,0
273.0,15.0,86.0,0,0,1,10,0,5,0,0,5,0
1418.0,141.0,89.83333333333333,0,1,1,7,1,3,1,0,5,0
438.0,125.0,76.08333333333333,0,1,1,9,1,3,1,0,5,0
335.0,100.0,71.25,0,1,1,1,2,4,0,0,5,0
492.0,140.0,84.25,0,1,0,1,0,6,1,0,5,0
810.0,63.0,73.6,0,0,1,9,2,3,0,0,5,0
1546.0,53.0,74.0,0,0,0,7,2,4,1,1,5,0
910.0,183.0,84.75,0,1,1,11,0,0,0,0,5,0
1618.0,225.0,67.25,0,1,1,1,0,2,0,0,5,0
1314.0,218.0,67.75,0,0,1,0,2,1,1,0,5,0
2762.0,243.0,88.16666666666667,0,1,1,0,0,1,0,1,5,0
163.0,84.0,91.83333333333333,0,1,1,6,0,8,0,0,5,0
766.0,99.0,83.58333333333333,0,1,1,8,2,9,0,0,5,0
5814.0,235.0,86.58333333333333,0,1,1,8,0,3,0,0,5,0
351.0,133.0,74.0,0,1,1,0,0,4,1,0,5,0
259.0,12.0,0.0,1,0,1,2,0,3,0,0,5,0
362.0,25.0,64.0,0,0,1,2,0,7,1,0,5,0
954.0,235.0,94.91666666666667,0,1,1,7,1,9,1,0,5,0
370.0,75.0,79.41666666666667,0,1,1,4,0,-1,0,0,5,0
777.0,51.0,79.0,0,0,1,6,1,0,0,0,5,0
1188.0,150.0,88.5,0,1,1,3,1,5,1,0,5,0
683.0,132.0,91.33333333333333,0,1,1,0,2,7,0,0,5,0
934.0,121.0,93.41666666666667,0,1,1,0,0,9,0,0,5,0
904.0,30.0,100.0,0,0,1,4,2,-1,0,0,5,0
820.0,100.0,89.16666666666667,0,1,1,1,1,7,1,0,5,0
465.0,69.0,68.66666666666667,0,0,1,3,0,2,0,0,5,0
583.0,126.0,85.91666666666667,0,1,1,4,0,-1,0,1,5,0
774.0,59.0,68.33333333333333,0,1,1,3,1,1,0,0,5,0
195.0,7.0,66.0,1,0,1,6,1,3,0,1,5,0
58.0,4.0,0.0,1,0,1,9,2,5,0,1,5,0
862.0,126.0,91.0,0,1,1,8,0,9,1,0,5,0
743.0,45.0,81.5,1,0,1,3,0,1,0,0,5,0
805.0,50.0,89.0,0,1,1,2,0,8,1,0,5,0
1667.0,186.0,76.5,0,0,1,11,2,0,1,0,5,0
184.0,5.0,0.0,1,0,1,12,1,5,1,0,5,0
648.0,131.0,84.58333333333333,0,1,1,9,2,9,0,1,5,0
1322.0,133.0,94.33333333333333,0,1,1,11,0,6,1,0,5,0
633.0,140.0,87.5,0,1,1,12,0,7,1,0,5,0
1007.0,145.0,77.375,0,1,1,6,2,1,1,0,5,0
8.0,1.0,0.0,1,0,0,8,0,6,0,0,5,0
737.0,96.0,72.33333333333333,0,0,1,0,2,2,0,0,5,0
327.0,29.0,90.0,0,0,1,11,0,6,1,0,5,0
1878.0,112.0,77.58333333333333,0,1,1,3,1,5,1,0,5,0
0.0,0.0,0.0,1,0,1,3,1,8,0,0,5,0
1415.0,233.0,60.166666666666664,0,1,1,9,2,5,0,0,5,0
1216.0,125.0,71.41666666666667,0,0,0,3,1,1,1,0,5,0
0.0,0.0,0.0,0,0,1,7,2,5,1,0,5,0
561.0,95.0,62.916666666666664,0,1,0,2,1,-1,0,0,5,0
78.0,34.0,88.25,0,1,1,12,0,3,1,0,5,0
138.0,36.0,57.0,0,0,1,12,0,7,0,0,5,0
397.0,20.0,30.0,0,0,0,3,2,1,1,0,5,0
574.0,116.0,66.91666666666667,0,1,1,8,2,5,1,0,5,0
1037.0,175.0,80.0,0,1,1,5,0,0,0,1,5,0
592.0,77.0,76.45454545454545,0,1,1,12,2,0,0,0,5,0
17.0,1.0,0.0,0,0,1,9,0,3,0,0,5,0
996.0,108.0,78.58333333333333,1,1,1,5,0,7,0,0,5,0
222.0,22.0,64.0,0,0,1,3,0,5,0,0,5,0
717.0,59.0,79.91666666666667,0,1,0,1,0,2,1,0,5,0
2981.0,85.0,60.333333333333336,0,0,1,9,2,5,0,0,5,0
195.0,18.0,86.0,0,0,0,1,2,1,0,0,5,0
409.0,64.0,63.54545454545455,0,0,1,0,2,3,0,0,5,0
478.0,18.0,88.0,0,0,1,7,1,8,1,0,5,1
1510.0,230.0,92.08333333333333,0,1,1,11,2,4,0,0,5,1
466.0,71.0,77.5,0,0,1,1,0,4,0,0,5,1
414.0,48.0,89.6,0,0,1,8,0,6,0,0,5,1
481.0,21.0,84.0,1,0,0,3,0,4,1,0,5,1
322.0,33.0,75.66666666666667,0,0,1,0,0,2,0,0,5,1
181.0,44.0,78.45454545454545,1,0,0,6,0,8,0,0,5,1
1026.0,163.0,80.25,0,1,0,6,2,8,1,0,5,1
1543.0,93.0,83.63636363636364,0,0,1,10,0,9,1,0,5,1
0.0,2.0,41.0,0,0,1,11,2,0,1,0,5,1
33.0,1.0,0.0,1,0,1,4,0,0,0,0,5,1
950.0,131.0,81.08333333333333,0,1,0,0,2,9,0,0,5,1
310.0,87.0,91.58333333333333,0,1,1,11,2,1,0,0,5,1
1219.0,105.0,87.0625,0,1,0,3,2,1,0,0,5,1
265.0,64.0,70.66666666666667,0,1,0,4,2,4,0,0,5,1
39.0,4.0,0.0,0,0,1,6,1,3,1,1,5,1
0.0,0.0,0.0,1,0,1,12,2,-1,0,0,5,1
118.0,44.0,45.8,0,0,1,6,2,3,0,0,5,1
189.0,35.0,53.25,0,0,1,4,0,1,0,0,5,1
275.0,11.0,78.0,0,0,1,8,0,9,0,0,5,1
127.0,64.0,82.08333333333333,0,1,1,9,0,9,0,0,5,1
32.0,5.0,0.0,0,0,1,4,2,2,0,0,5,1
428.0,113.0,67.5,0,1,1,6,0,5,0,1,5,1
331.0,44.0,63.09090909090909,0,1,1,8,1,9,1,0,5,1
1683.0,156.0,64.0,0,0,1,1,2,6,0,0,5,1
210.0,33.0,79.0,0,1,1,6,0,5,0,0,5,1
297.0,116.0,88.0,0,1,0,3,0,5,0,1,5,1
1408.0,32.0,87.66666666666667,0,0,1,3,0,3,0,0,5,1
1564.0,193.0,88.23809523809524,0,1,1,6,2,5,0,0,5,1
144.0,37.0,78.33333333333333,0,1,1,5,2,0,0,1,5,1
261.0,17.0,0.0,1,0,1,7,0,4,0,0,5,1
299.0,42.0,79.66666666666667,0,1,0,12,2,1,1,0,5,1
511.0,84.0,83.08333333333333,0,1,1,5,0,4,0,0,5,1
7.0,8.0,74.0,0,0,1,10,0,3,0,0,5,1
287.0,59.0,85.0,0,1,1,8,0,9,0,0,5,1
449.0,29.0,68.0,0,0,1,6,2,8,1,0,5,1
545.0,88.0,84.16666666666667,0,1,1,1,0,4,0,0,5,1
0.0,0.0,0.0,1,0,0,5,2,0,0,0,5,1
177.0,52.0,55.25,0,0,1,7,0,6,0,0,5,1
544.0,91.0,89.33333333333333,0,1,1,8,1,2,1,0,5,1
619.0,35.0,76.66666666666667,0,0,1,10,0,2,0,1,5,1
2.0,27.0,83.18181818181819,0,1,1,0,0,8,0,0,5,1
569.0,195.0,89.33333333333333,0,1,0,11,0,0,1,0,5,1
747.0,184.0,89.3529411764706,0,1,1,6,1,8,0,0,5,1
543.0,51.0,41.0,0,0,1,3,0,4,1,1,5,1
1376.0,136.0,90.33333333333333,0,1,1,12,2,3,0,0,5,1
1214.0,182.0,90.25,0,1,1,8,0,9,1,0,5,1
686.0,146.0,79.25,0,1,1,0,0,6,0,0,5,1
528.0,98.0,84.75,0,1,1,9,0,7,0,0,5,1
743.0,183.0,87.33333333333333,0,1,1,7,0,1,1,0,5,1
188.0,3.0,0.0,1,0,1,8,0,4,1,1,5,1
312.0,43.0,62.625,0,0,1,1,2,1,0,0,5,1
235.0,70.0,60.54545454545455,0,0,1,3,1,0,1,0,5,1
810.0,160.0,72.91304347826087,0,1,0,0,0,4,0,0,5,1
4.0,1.0,0.0,0,0,1,9,2,2,1,0,5,1
0.0,0.0,0.0,1,0,1,6,1,2,0,1,5,1
0.0,0.0,0.0,1,0,1,0,2,4,1,0,5,1
191.0,40.0,83.83333333333333,0,1,1,10,0,8,0,0,5,1
497.0,140.0,51.583333333333336,0,0,1,3,2,5,1,1,5,1
118.0,9.0,84.0,0,0,1,8,0,5,0,0,5,1
166.0,14.0,0.0,0,0,1,6,2,5,1,0,5,1
547.0,62.0,88.0,0,0,1,11,2,3,0,0,5,1
458.0,33.0,68.0,0,0,1,11,2,3,0,0,5,1
3645.0,233.0,95.41666666666667,0,1,1,6,1,8,2,0,5,1
458.0,151.0,72.9047619047619,0,1,1,2,0,2,0,0,5,1
406.0,70.0,74.81818181818181,0,1,1,0,2,6,0,0,5,1
147.0,7.0,0.0,1,0,1,4,2,0,0,0,5,1
167.0,9.0,0.0,0,0,0,10,0,4,0,0,5,1
209.0,6.0,0.0,0,0,1,11,2,0,1,0,5,1
215.0,64.0,85.58333333333333,0,1,0,12,0,2,1,0,5,1
76.0,4.0,0.0,1,0,0,11,2,7,0,0,5,1
1182.0,112.0,69.9090909090909,0,1,1,9,0,6,2,0,5,1
266.0,65.0,68.5,0,1,1,1,0,9,0,0,5,1
582.0,141.0,80.91666666666667,0,1,1,10,2,3,0,0,5,1
947.0,103.0,82.33333333333333,0,1,1,0,0,5,0,0,5,1
451.0,24.0,69.0,0,0,1,5,2,3,0,0,5,1
245.0,34.0,89.5,0,0,1,6,1,3,0,0,5,1
1093.0,94.0,67.18181818181819,0,1,1,11,0,4,0,1,5,1
927.0,187.0,72.5,0,1,1,7,2,9,1,0,5,1
809.0,120.0,86.08333333333333,1,1,1,1,2,5,0,0,5,1
458.0,58.0,87.0,0,0,1,12,2,0,1,0,5,1
388.0,17.0,88.33333333333333,0,0,1,3,2,4,0,0,5,1
1200.0,196.0,85.16666666666667,0,1,0,8,0,6,0,0,5,1
0.0,0.0,0.0,1,0,0,4,4,-1,1,0,5,1
559.0,95.0,75.25,0,0,1,10,2,1,0,0,5,1
348.0,49.0,75.0,0,0,1,2,0,9,0,0,5,1
504.0,98.0,85.58333333333333,0,1,1,0,0,4,0,0,5,1
933.0,57.0,85.66666666666667,0,0,1,10,1,6,1,0,5,1
210.0,9.0,0.0,1,0,1,7,2,7,1,0,5,1
750.0,41.0,50.0,1,0,1,1,2,2,1,1,5,1
0.0,0.0,0.0,1,0,1,5,2,7,0,0,5,1
1380.0,133.0,82.41666666666667,0,1,0,8,2,4,1,0,5,1
195.0,15.0,76.0,0,0,1,11,2,-1,0,0,5,1
1232.0,43.0,74.75,0,0,1,9,2,0,0,0,5,1
93.0,66.0,58.833333333333336,0,1,1,0,0,6,0,0,5,1
692.0,69.0,88.58333333333333,0,1,1,6,2,3,1,0,5,1
297.0,137.0,77.42857142857143,0,1,1,8,0,9,0,0,5,1
871.0,62.0,76.91666666666667,0,1,1,9,0,6,0,0,5,1
0.0,0.0,0.0,1,0,1,11,1,2,1,0,5,1
123.0,7.0,0.0,0,0,1,7,2,0,0,0,5,1
737.0,147.0,51.63636363636363,0,0,0,6,2,4,1,0,5,1
9.0,3.0,0.0,1,0,1,10,2,0,0,0,5,1
101.0,18.0,66.0,0,0,1,10,2,3,0,0,5,1
56.0,41.0,85.41666666666667,0,1,1,8,1,9,0,0,5,1
777.0,128.0,82.41666666666667,0,1,1,12,0,7,0,0,5,1
1198.0,168.0,81.16666666666667,0,1,1,6,0,6,1,0,5,1
1088.0,185.0,93.75,0,1,1,5,0,7,1,0,5,1
475.0,42.0,71.0,0,0,1,12,0,5,0,0,5,1
272.0,148.0,86.42857142857143,0,1,1,10,1,2,0,0,5,1
747.0,99.0,81.33333333333333,0,1,1,3,0,6,0,0,5,1
564.0,48.0,54.333333333333336,0,0,1,10,2,0,0,0,5,1
546.0,51.0,80.83333333333333,0,0,1,0,0,8,0,0,5,1
530.0,100.0,52.666666666666664,0,0,0,10,0,0,0,0,5,1
635.0,74.0,85.42857142857143,0,0,1,4,1,2,0,0,5,1
1.0,1.0,0.0,0,0,1,0,2,7,0,0,5,1
448.0,62.0,71.0,0,1,1,6,1,3,0,0,5,1
56.0,23.0,85.75,0,1,1,8,0,8,0,0,5,1
613.0,39.0,66.0,0,0,1,8,0,4,0,0,5,1
301.0,113.0,80.6,1,0,0,11,1,1,1,0,5,1
1468.0,200.0,77.23529411764706,0,1,1,9,0,4,1,0,5,1
67.0,33.0,71.0,0,1,1,6,0,5,0,0,5,1
546.0,29.0,32.0,1,0,0,3,1,0,1,0,5,1
841.0,63.0,71.25,0,0,1,10,2,1,0,0,5,1
0.0,0.0,0.0,1,0,1,1,2,1,1,0,5,1
301.0,60.0,77.08333333333333,0,1,1,4,2,2,0,0,5,1
47.0,19.0,41.0,0,0,0,11,2,0,0,0,5,1
244.0,27.0,73.0,0,0,1,5,0,3,0,0,5,1
561.0,142.0,86.41666666666667,0,1,1,9,2,3,0,0,5,1
255.0,17.0,14.0,0,0,1,11,2,3,0,0,5,1
1139.0,179.0,86.80952380952381,0,1,1,5,2,4,0,0,5,1
250.0,12.0,40.0,0,0,1,0,0,4,0,0,5,1
151.0,10.0,69.0,0,0,0,3,2,2,0,1,5,1
186.0,12.0,59.0,0,0,1,8,0,8,1,0,5,1
915.0,137.0,70.1,0,1,1,9,0,9,0,0,5,1
24.0,4.0,0.0,0,0,1,10,2,1,0,0,5,1
222.0,74.0,70.0,0,1,1,1,0,4,0,0,5,1
0.0,0.0,0.0,1,0,1,3,0,1,1,0,5,1
240.0,18.0,58.0,0,0,1,5,2,2,0,0,5,1
715.0,77.0,65.66666666666667,0,1,1,8,2,8,1,1,5,1
593.0,34.0,94.0,0,0,1,12,2,0,0,0,5,1
1247.0,179.0,69.08333333333333,0,0,1,10,2,6,1,0,5,1
540.0,157.0,77.91666666666667,0,1,1,8,0,6,0,0,5,1
1480.0,179.0,85.75,0,1,0,0,0,8,0,0,5,1
891.0,101.0,67.4,0,1,0,11,0,6,0,0,5,1
1230.0,190.0,89.83333333333333,0,1,1,0,2,8,1,0,5,1
1489.0,152.0,91.66666666666667,0,1,1,1,0,8,0,1,5,1
44.0,5.0,0.0,1,0,1,12,0,5,0,0,5,1
787.0,43.0,70.0,0,0,1,0,2,8,1,0,5,1
33.0,16.0,73.75,0,0,0,12,1,0,0,0,5,1
